NAMC_CODE,NAMC_term,NAMC _term_diacritical,Matched_IndexTerm,short_definition,long_definition,TM2 Code,Similarity_Score
AAC-34,VATAKANTAKAM,vātakaṇṭakam,(a) vātakaṇṭakam (c) Waja‘ al-‘Aqib,calcanial spur/painful heel ,the disorder is characterized by pādarujā [pain in feet] ,SP40,90.0
AAC-37,SIROGRAHAH,śirōgrahaḥ,(a) mūtranigrahaḥ (b) Nīrkkaṭṭu (c) Iḥtibās al-Bawl,head and neck rigidity , ,SM81,70.41176470588235
AAC-38,SARVANGAVATAH/SARVANGAROGAH,sarvāṅgavātaḥ/sarvāṅgarōgaḥ,(a) sarvāṅgavātaḥ,total body paralysis/quadriplegia , ,SK22,78.0
AAC-39,SIRAGRAHAH,sirāgrahaḥ,(a) sirāpraharṣaḥ (b) Untu nerical (c) Takaddur Ṭabaqa al-Multaḥima,vasoconstriction ,"the disorder is characterized by kr̥ṣṇatā [blackish discoloration], rūkṣaḥ [dry], savēdanā [associated with pain] ",SK60,72.0
AAD-1.3,PRANAVRUTASAMANAVATAH,prāṇāvr̥tasamānavātaḥ,(a) kaphāvṛtasamānavātaḥ,disorders of samānavāta occluded by prāṇāvāta ,"the disorder is characterized by jaḍatvam [dullness/frigidity/inactiveness], gadgadatvam [stuttering/stammmering], mūkatvam [dumbness/aphasia] ",SR20,71.11111111111111
AAD-1.5,PRANAVRUTA-UDANAVATAH,prāṇāvr̥ta-udānavātaḥ,(a) pittāvṛta-udānavātaḥ,disorders of udānavāta occluded by prāṇāvāta ,"the disorder is characterized by śirōgrahaḥ [stiffness of head], pratiśyāyaḥ [cold, catarrh], niḥśvāsōcchvāsasaṁgrahaḥ/niḥśvāsōcchvāsasaṁrōdhaḥ [obstruction/restriction to respiration], hr̥drōgaḥ [diseases of heart], mukhaśōṣaḥ [dryness in mouth] ",SR20,71.11111111111111
AAD-1.8,APANAVRUTA-UDANAVATAH,apānāvr̥ta-udānavātaḥ,(a) pittāvṛta-udānavātaḥ,disorders of udānavāta occluded by apāṇavāta ,"the disorder is characterized by mōhaḥ [semiconsciousness or stupefaction], alpāgniḥ [insufficient digestive power/capacity], atīsāraḥ [diarrhoea] ",SR20,75.55555555555556
AAD-1.10,APANAVRUTA-VYANAVATAH,apānāvr̥ta-vyānavātaḥ,(a) pittāvṛtavyānavātaḥ,disorders of vyānavāta occluded by apāṇavāta ,"the disorder is characterized by viṭ-atipravr̥ttiḥ [excessive defecation], mūtra-atipravr̥ttiḥ [excessive micturition], rētas-atipravr̥ttiḥ [excessive semen/ejaculation] ",SR20,72.72727272727273
AAD-1.13,APANAVRUTASAMANAVATAH,apānāvr̥tasamānavātaḥ,(a) kaphāvṛtasamānavātaḥ,disorders of samānavāta occluded by apāṇavāta , ,SR20,75.55555555555556
AAD-1.14,APANAVRUTA-PRANAVATAH,apānāvr̥ta-prāṇavātaḥ,(a) pittāvṛtaprāṇavātaḥ,disorders of prāṇāvāta occluded by apāṇavāta , ,SR20,72.72727272727273
AAD-1.15,PRANAVRUTA-APANAVATAH,prāṇāvr̥ta-apānavātaḥ,(a) pittāvṛta-apānavātaḥ,disorders of apāṇavāta occluded by prāṇavāta , ,SR20,71.11111111111111
AAD-2.1,PITTAVRUTAVATAH,pittāvr̥tavātaḥ,(a) pittāvṛtavātaḥ,disorders of vāta occluded by pitta ,"the disorder is characterized by dāhaḥ [burning sensation], tr̥ṣṇā [thirst], śūlaḥ [sharp pain], bhramaḥ [giddiness or dizziness], tamaḥ [blackouts], kaṭvamlalavaṇōṣṇaiḥ vidāhaḥ [burning sensation due to pungent, sour, salty and hot], śītakāmitā [desire of cold] ",SR20,78.78787878787878
AAD-2.2,KAPAVRUTAVATAH,kaphāvr̥tavātaḥ,(a) kaphāvṛtavātaḥ,disorders of vāta occluded by kapha ,"the disorder is characterized by śaitya [coldness], gaurava [heaviness], śulāni [sharp pain], kaṭu'upaśayaḥ [alleviation due to kaṭu rasa (pungent)], laṅghanakāmatā [desire of fasting], āyāsakāmatā [desire of physical exertion], rūkṣakāmatā [desire of rough, dry], uṣṇakāmatā [desire of hotness/warmth] ",SR20,78.78787878787878
AAD-2.3,PITTAVRUTAPRANAVATAH,pittāvr̥taprāṇavātaḥ,(a) pittāvṛtaprāṇavātaḥ,disorders of prāṇavāta occluded by pitta ,"the disorder is characterized by mūrcchā [syncope/attacks of swooning], dāhaḥ [burning sensation], bhramaḥ [giddiness or dizziness], śūlam [sharp pain], vidāhaḥ [internal burning sensation], śītakāmitā [desire of cold], chardanaṁ vidagdhasya [vomitus of undigested food] ",SR20,83.72093023255813
AAD-2.4,KAPAVRUTAPRANAVATAH,kaphāvr̥taprāṇavātaḥ,(a) kaphāvṛtaprāṇavātaḥ,disorders of prāṇavāta occluded by kapha ,"the disorder is characterized by tandrā [drowsiness/lassitude], sādaḥ [exhaustion or tirednes of body], aruciḥ [tastelessness], vamiḥ [vomiting], ṣṭhīvanam [spitting/excess expectoration], kṣavathuḥ [sneezing], udgāraḥ [eructation], niḥśvāsōcchvāsasaṁgrahaḥ [obstructed/restriction to respiration] ",SR20,83.72093023255813
AAD-2.5,PITTAVRUTA-UDANAVATAH,pittāvr̥ta-udānavātaḥ,(a) pittāvṛta-udānavātaḥ,disorders of udānavāta occluded by pitta ,"the disorder is characterized by klamaḥ [exhaustion without exertion], dāhaḥ [burning sensation], bhramaḥ [giddiness or dizziness], mūrcchā [syncope/attacks of swooning], bhramaḥ [giddiness or dizziness], śūlam [sharp pain], vidāhaḥ [burning sensation/indigestion], śītakāmitā [desire of cold], chardanaṁ vidagdhasya [vomiting of indigested food], nābhyurasaḥ dāhaḥ [burning sensation at umbilical region and chest], klamaḥ [exhaustion without exertion], ōjōbhrṁśaḥ [loss or decline of vitality, energy, power] ",SR20,84.44444444444444
AAD-2.6,KAPAVRUTA-UDANAVATAH,kaphāvr̥ta-udānavātaḥ,(a) kaphāvṛta-udānavātaḥ,disorders of udānavāta occluded by kapha ,"the disorder is characterized by vaivarṇyam [discolouration], vāggrahaḥ [difficulty in speech], svaragrahaḥ [obstructed voice], daurbalyam [weakness], aruciḥ [tastelessness], gurugātratvam [heaviness of limbs], varṇapraṇāśaḥ [loss of lustre], balapraṇāśaḥ [loss of strength] ",SR20,84.44444444444444
AAD-2.7,PITTAVRUTA-SAMANAVATAH,pittāvr̥ta-samānavātaḥ,(a) pittāvṛta-samānavātaḥ,disorders of samānavāta occluded by pitta ,"the disorder is characterized by atisvēdaḥ [excessive sweating], tr̥̄ṣā [thirst], dāhaḥ [burning sensation], aruciḥ [tastelessness], mūrcchā [syncope/attacks of swooning], ūṣmaṇaḥ upaghātaḥ [diminution of agni], aratiḥ [distress/dicontent/restlessness] ",SR20,85.1063829787234
AAD-2.8,KAPAVRUTASAMANAVATAH,kaphāvr̥tasamānavātaḥ,(a) kaphāvṛtasamānavātaḥ,disorders of samānavāta occluded by kapha ,"the disorder is characterized by asvēdaḥ [anhidrosis/lack of sweating], vahnimāndyam [diminution of digestive power], lōmaharṣaḥ [horripilation], gātrāṇām atiśītatā/atihimāṅgatvam [excessive coldness of body parts] ",SR20,84.44444444444444
AAD-2.9,PITTAVRUTAVYANAVATAH,pittāvr̥tavyānavātaḥ,(a) pittāvṛtavyānavātaḥ,disorders of vyānavāta occluded by pitta ,"the disorder is characterized by sarvāṅgadāhaḥ [burning sensation in all body], klamaḥ [exhaustion without exertion], gātravikṣēpaṇasaṅgaḥ [convulsions/ supression of body movements], santāpaḥ [burning sensation], vēdanā [pain], aṅgacēṣṭābhaṅgaḥ [lack of body movements] ",SR20,83.72093023255813
AAD-2.10,KAPAVRUTAVYANAVATAH,kaphāvr̥tavyānavātaḥ,(a) kaphāvṛtavyānavātaḥ,disorders of vyānavāta occluded by kapha ,"the disorder is characterized by sarvagātrāṇāṁ gurutā [heaviness of all body parts], sarvasandhijā rujā [pain in all joints], sarvāsthijā rujā [pain in all bones], adhika-gatisaṅgaḥ [excessive supression of body movements] ",SR20,83.72093023255813
AAD-2.11,PITTAVRUTA-APANAVATAH,pittāvr̥ta-apānavātaḥ,(a) pittāvṛta-apānavātaḥ,disorders of apāṇavāta occluded by pitta ,"the disorder is characterized by hāridramūtratvam [yellowish discoluration of urine], hāridravarcastvam [excess yellow tint to stool], gudatāpaḥ [burning sensation in anus], mēḍhratāpaḥ [burning sensation in penis], rajasaḥ ativartanam [excessive mentstrual flow], malē hāridravarṇatā [feces having turmeric/yellow colour], yōnirujā [pain in yōni (vagina)], yōnitāpaḥ [burning sensation in female genitals], gudarujā [pain in anal region], mēḍhrarujā [breaking pain in penis] ",SR20,84.44444444444444
AAD-2.12,KAPAVRUTA-APANAVATAH,kaphāvr̥ta-apānavātaḥ,(a) kaphāvṛta-apānavātaḥ,disorders of apāṇavāta occluded by kapha ,"the disorder is characterized by bhinnavarcapravartanam [passage of unformed (loose) feces], āmavarcapravartanam [passage of unformed (undigested) feces], ślēṣmasaṁsr̥ṣṭavarcapravartanam/sakaphaśakr̥tpravartanam [passage of feces with mucus], guruvarcapravartanam [defecation of bulky/heavy stools], kaphamēhaḥ [urine with mucus], sakaphamūtrapravartanam [passage of urine with mucus] ",SR20,84.44444444444444
AAD-2.13,KAPAPITTAVRUTAVATAH,kaphapittāvr̥tavātaḥ,(a) pittāvṛtavātaḥ,disorders of vāta occluded by kapha and pitta , ,SR20,73.6842105263158
AAD-3,DHATVAVRUTAVATAH,dhātvāvr̥tavātaḥ,sarvadhātvāvṛtavātaḥ,occlusion of vāta by dhātu , ,SR20,77.77777777777779
AAD-3.1,RAKTAVRUTAVATAH,raktāvr̥tavātaḥ,(a) raktāvṛtavātaḥ,disorders of vāta occluded by rakta (blood) ,"the disorder is characterized by dāhaḥ [burning sensation], artiḥ [pain], tvakmāṁsāntaraśvayathu [swelling in between tvak and māṁsa], rāgaḥ [redness/congestion], tvakmāṁsāntarajā sadāhārtiḥ [burning and pain between skin and māṁsa], rāgī śvayathuḥ [reddish swelling (inflammation)], rāgī maṇḍalāni [reddish circular patches] ",SR20,78.78787878787878
AAD-3.2,MAMSAVRUTAVATAH,māṁsāvr̥tavātaḥ,(a) māṃsāvṛtavātaḥ,disorders of vāta occluded by mamsa (musclē tissuē) ,"the disorder is characterized by kaṭhinā piḍakā [hard eruptions/papule], vivarṇā piḍakā [discoloured eruptions], śvayathuḥ [swelling], harṣaḥ [horripilation], pipīlikānāṁ sañcāra iva [feeling as if ants are crawling over the body/formiculation], vivarṇaḥ [discolouration], kaṭhinaḥ śōphaḥ [hard swelling] ",SR20,72.72727272727273
AAD-3.3,MEDASAVRUTAVATAH,mēdasāvr̥tavātaḥ,(a) medasāvṛtavātaḥ,disorders of vāta occluded by mēda ,"the disorder is characterized by calaḥ aṅgaśōphaḥ [fluctuating nature of swelling], snigdhaḥ aṅgaśōphaḥ [swelling with unctuous nature/shiny swelling], mr̥duḥ aṅgaśōphaḥ [swelling soft on touch], śītaḥ aṅgaśōphaḥ [swelling cold on touch], aruciḥ/arōcakaḥ [tastelessness] ",SR20,74.28571428571429
AAD-3.4,ASTHYAVRUTAVATAH,asthyāvr̥tavātaḥ,(a) asthyāvṛtavātaḥ,disorders of vāta occluded by asthi ,"the disorder is characterized by uṣṇasparśaḥ [hot on touch/feel], pīḍanam abhinandati [desire for getting pressure], sambhajyatē [bending], sīdati [exhaustion], sūcibhiriva tudyatē [needle pricking type of pain], aṅgaṁ śūlyatē [sharp pain in body] ",SR20,80.0
AAD-3.5,MAJJAVRUTAVATAH,majjāvr̥tavātaḥ,(a) majjāvṛtavātaḥ,disorders of vāta occluded by majja (bone marrow) ,"the disorder is characterized by vināmaḥ/vinamanam [bending of the body due to pain], jr̥mbhaṇam [yawning], parivēṣṭanam [feels as if wrapped up], śūlam [sharp pain], pāṇibhyāṁ pīḍyamānē labhatē sukham [feels better when pressed with hands] ",SR20,78.78787878787878
AAD-3.6,SUKRAVRUTAVATAH,śukrāvr̥tavātaḥ,(a) śukrāvṛtavātaḥ,disorders of vāta occluded by śukra ,"the disorder is characterized by śukra-avēgaḥ [speedy ejaculation of semen], śukra-ativēgaḥ [exessive ejaculation of semen], niṣphalatvam [sterility] ",SR20,78.78787878787878
AAD-3.7,SARVADHATVAVRUTAVATAH,sarvadhātvāvr̥tavātaḥ,sarvadhātvāvṛtavātaḥ,disorders of vāta occluded by all dhāṭu ,"the disorder is characterized by śrōṇiruk [pain in pelvis], vaṅkṣaṇaruk [pain in groins], pr̥ṣṭharuk [pain in back], vilōmō mārutōऽsvastham [vayu moves in wrong direction and causes illhealth], hr̥dayaṁ pīḍyatēऽti ca [severe pain in the heart] ",SR20,92.6829268292683
AAD-4,MALAVRUTAVATAH,malāvr̥tavātaḥ,(a) malāvṛtavātaḥ,occlusion of vāta by pmala ,"the disorder is characterized by varcasaḥ ativibandhaḥ [severe constipation], svasthānē parikr̥ntati [cutting type of pain in its own abode i.e. rectum/pakvāśaya], vrajatyāśu jarāṁ snēhaḥ [instantaneous digestion of the ingested unctuous food], bhuktē cānahyatē [abdominal distention on consumption of food], duḥkhaṁ śuṣkaṁ śakr̥t sr̥jēt [painful defecation of dry feces], śrōṇiruk [pain in pelvis], vaṅkṣaṇaruk [pain in groins], pr̥ṣṭharuk [pain in back], vilōma-mārutaḥ [vayu having opposite /upward direction], asvasthaṁ hr̥dayam [discomfort in the cardiac region/heart] ",SR20,77.41935483870968
AAD-4.1,MUTRAVRUTAVATAH,mūtrāvr̥tavātaḥ,(a) mūtrāvṛtavātaḥ,disorders of vāta occluded by urine ,"the disorder is characterized by mūtra-apravr̥ttiḥ [unable to void urine/anuria], ādhmānam [abdominal distension] ",SR20,78.78787878787878
AAD-5,ANNAVRUTAVATAH,annāvr̥tavātaḥ,(a) annāvṛtavātaḥ,disorders of vāta occluded by food ,"the disorder is characterized by bhuktē kukṣau rujā [pain in flanks on eating], jīrṇē rujā śāmyati [pain relieves after digestion of food] ",SR20,77.41935483870968
AAE-2,SARVANGAKUPITAVATAH,sarvāṅgakupitavātaḥ,(a) sarvāṅgavātaḥ,vitiated vāta in entire body ,"the disorder is characterized by gātrasphuraṇam [flickering/twitching in various parts of body], sandhisphuṭanam [bursting type of pain in joints], gātrabhañjanam [feeling as if limbs are being broken], vēdanā-parītaḥ [severe pain], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], sphuraṇam [pulsating sensation], stambhanam [stiffening of body], ākṣēpaṇam [convulsion], sandhi-ākuñcanam [contraction of joint], sandhi-kampanam [trembling of joint] ",SK22,72.22222222222221
AAE-11,ASTHIGATAVATAH,asthigatavātaḥ,(a) sandhigatavātaḥ (b) Aẕal kīl vāyu (c) Taḥajjur wa Ṣalāba al-Mafāṣil,aggravation of vāta in asthi ,"the disorder is characterized by asthiparvaṇāṁ bhēdaḥ [cracking type of pain in the bones and small joints], sandhiśūlam [pain in the joints], māṁsakṣayaḥ [extreme wasting of muscles/diminution of muscle mass], balakṣayaḥ [loss of physical strength or weakness], asvapnaḥ [insomnia/sleeplessness], santatā ruk [constant pain], sakthiśūlam [pain in thighs], sandhisaśūlam [pain in joints], asthiśūlam [pain in the bones], tīvraṁ balakṣayam [severe loss of physical strength], asthiśōṣaḥ [diminution of asthi/osteoenia/osteoporosis] ",SP12,77.14285714285715
AAE-12,MAJJAGATAVATAH,majjāgatavātaḥ,(a) majjāvṛtavātaḥ,vitiated vāta in majjā ,"the disorder is characterized by asthiparvaṇāṁ bhēdaḥ [cracking type of pain in the bones and small joints], sandhiśūlam [pain in the joints], māṁsakṣayaḥ [extreme wasting of muscles/diminution of muscle mass], balakṣayaḥ [loss of physical strength or weakness], asvapnaḥ [insomnia/sleeplessness], santatā ruk/rujam [constant pain], asthisauṣiryaḥ [porousness of bones], stabdhatā [stiffness] ",SR20,75.0
AAE-16,SANDHIGATAVATAH,sandhigatavātaḥ,(a) sandhigatavātaḥ (b) Aẕal kīl vāyu (c) Taḥajjur wa Ṣalāba al-Mafāṣil,vitiated vāta in sandhi ,"the disorder is characterized by vātapūrṇadr̥tisparśaḥ [swelling as if filled with vāyu on palpation], sandhiśōphaḥ [swelling in the joints], prasaraṇākuñcanayōḥ savēdanāpravr̥ttiḥ [flexion and extension of joint with pain], sandhiśūlam [joint pain], sandhi(kārya)hāniḥ [loss of joint mobility] ",SP12,90.0
ABA-1,PITTASANCAYAH,pittasañcayaḥ,(a) pittasañcayaḥ,accumulation of pitta ,"the disorder is characterized by pītāvabhāsatā [yellowishness of body], mandōṣmatā [hypothermia/mild warmth] ",SR16,95.0
ABA-2,PITTAVRUDDHIH,pittavr̥ddhiḥ,(a) pittavṛddhiḥ,pitta aggravataion ,"the disorder is characterized by pītāvabhāsatā/pītatvam [yellowishness of body], santāpaḥ [burning sensation], śītakāmitvam/śītābhilāṣaḥ [desire of cold], alpanidratā [sleeplessness], mūrcchā [syncope/attacks of swooning], balahāniḥ [loss of physical strength or weakness], indriyadaurbalyam [impairement of sense organs], pītaviṭtvam [yellowish stools], pītamūtratvam [yellowish urine], pītanētratvam [yellowish eyes], glāniḥ [fatigue in mind and body], ōjōvisraṁsaḥ [diminution of ōjas], dāhaḥ [burning sensation], tiktāsyatā [bitter taste of mouth], tr̥ṭ [thirst], krōdhaḥ [anger], pītatvak [yellowishness of skin], kṣut [appetite] ",SR17,75.86206896551724
ABA-2.1,PITTAPRAKOPAH,pittaprakōpaḥ,(a) pittaprakopaḥ,pitta-vitiation ,"the disorder is characterized by amlīkā [sour belching/eructation], pipāsā [thirst], paridāha [severe burning sensation], dāhaḥ [burning sensation], rāgaḥ [redness/congestion], ūṣmā [warmth], pākitā [inflammation/suppuration], svēdaḥ [perspiration], klēdaḥ [moistening /soddening], srutiḥ [discharge], kōthaḥ [wheal like skin eruptions], sadanam [exhaustion], mūrcchanam [syncope/attacks of swooning], madaḥ [intoxication], kaṭukarasaḥ [pungent taste in mouth], amlarasaḥ [sour taste of the mouth], pāṇḍu-aruṇavarjitā varṇāḥ [pallor- reddish brown colour] ",SR15,80.0
ABA-3,PITTAPRASARAH,pittaprasaraḥ,(a) pittaprasaraḥ,spreading of pitta ,"the disorder is characterized by ōṣaḥ [burning sensation], cōṣaḥ [sucking type of pain], paridāhaḥ [severe burning sensation], dhūmāyanam [vomiting of dhūma/smoke (heat sensation in mouth] ",SR18,95.0
ABA-4,PITTAKSHAYAH,pittakṣayaḥ,pittakṣayaḥ,pitta-depletion ,"the disorder is characterized by mandōṣmatā [diminution of warmth], mandāgnitā/mandōऽnalaḥ [diminution of agni], niṣprabhatvam/prabhāhāniḥ [loss of /diminished complexion, lustre of body], stambhaḥ [rigidity/stiffness], śaityam [coldness], aniyatatōdaḥ [irregular/inconsistent pain], dāhaḥ [burning sensation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], aṅgapāruṣyam [roughness of body], kampaḥ [tremors], gauravam [heaviness], nakhaśauklyam [whitish nails], nayanaśauklyam [whitish eyes] ",SR19,100.0
ABB-6,ANTARDAHAH (KEVALAPITTA),antardāhaḥ (kēvalapitta),nan,heart burn/pyrosis/burning stomach pain (due only to pittadōṣa) ,the disorder is characterized by kōṣṭhē dāhōऽntardāhaḥ [burning sensation in kōṣṭha (git)] ,nan,72.0
ABB-13,KAMALA (KEVALAPITTA),kāmalā (kēvalapitta),(a) kāmalā (b) Mañcaḷ nōy (c) Yarqān Aṣfar,jaundice (due only to pittadōṣa) , ,SM41,85.5
ABB-15,GUDAPAKAH/GUDAKUTTANAM (KEVALAPITTA),gudapākaḥ/gudakuṭṭanam (kēvalapitta),(a) gudakuṭṭanam,proctitis (due only to pittadōṣa) , ,SM54,73.28571428571429
ABB-17,TAMAPRAVESAH/TAMAH-ATIDARSANAM (KEVALAPITTA),tamapravēśaḥ/tamaḥ-atidarśanam (kēvalapitta),"(a) tamapraveśaḥ, (a) tamaḥ-atidarśanam",fainting/blackout (due only to pittadōṣa) , ,SP98,76.9620253164557
ABB-26,AKALAPALITAH (KEVALAPITTA),akālapalitaḥ (kēvalapitta),(a) akālapalitaḥ (b) Iḷanarai (c) Shayb,premature greying of hair (due only to pittadōṣa) , ,SN73,85.5
ABB-27,PUTIMUKHATA (KEVALAPITTA),pūtimukhatā (kēvalapitta),(a) pūtimukhatā (b) Nāṉāṟṟam (c) Bakhr al-Fam,halitosis (due only to pittadōṣa) , ,SM15,85.5
ABB-34,RAKTAPITTAM (KEVALAPITTA),raktapittam (kēvalapitta),(a) raktapittam (b) Iratta pittam (c) Qatma,epistaxis/bleeding disorder (due only to pittadōṣa) , ,SL81,85.5
